"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","G/GP","A1/GP","A2/GP","P1/GP","P/GP"
"","Blake Bargar","RW","SEA","19.529","58","11","9","4","20","24","0.19","0.16","0.07","0.34","0.41"
"","Andrew Fyten","RW","SC/CGY","18.924","69","9","11","3","20","23","0.13","0.16","0.04","0.29","0.33"
"","Jonathan Smart","D","REG/KTN","18.292","69","6","13","15","19","34","0.09","0.19","0.22","0.28","0.49"
"","Igor Merezhko","D","LET","19.379","71","5","14","14","19","33","0.07","0.2","0.2","0.27","0.46"
"","Martin Bodak","D","KTN","18.798","59","7","12","12","19","31","0.12","0.2","0.2","0.32","0.53"
"","Jake Christiansen","D","EVT","18.01","72","6","13","12","19","31","0.08","0.18","0.17","0.26","0.43"
"","Bowen Byram","D","VAN","16.258","60","6","13","8","19","27","0.1","0.22","0.13","0.32","0.45"
"","Max Patterson","RW","SC","17.72","72","9","10","5","19","24","0.12","0.14","0.07","0.26","0.33"
"","Dylan MacPherson","D","MH","19.387","67","4","15","3","19","22","0.06","0.22","0.04","0.28","0.33"
"","Keenan Taphorn","RW","KTN","17.701","61","7","12","2","19","21","0.11","0.2","0.03","0.31","0.34"
"","Lane Gilliss","LW","POR","17.958","65","7","12","1","19","20","0.11","0.18","0.02","0.29","0.31"
"","Gordie Ballhorn","D","KEL","20.036","72","6","12","24","18","42","0.08","0.17","0.33","0.25","0.58"
"","Milos Roman","C","VAN","17.859","39","10","8","14","18","32","0.26","0.21","0.36","0.46","0.82"
"","Kobe Mohr","LW","EDM","18.297","58","11","7","10","18","28","0.19","0.12","0.17","0.31","0.48"
"","Brayden Pachal","D","PA","18.065","68","7","11","8","18","26","0.1","0.16","0.12","0.26","0.38"
"","Bryan Lockner","RW","MH/REG","17.449","70","14","4","8","18","26","0.2","0.06","0.11","0.26","0.37"
"","Owen Hardy","LW","VAN","18.588","56","11","7","5","18","23","0.2","0.12","0.09","0.32","0.41"
"","Elijah Brown","C","MH/SEA","17.695","43","8","10","5","18","23","0.19","0.23","0.12","0.42","0.53"
"","Mason Mannek","C","POR","17.432","58","10","8","4","18","22","0.17","0.14","0.07","0.31","0.38"
"","Spencer Moe","C","PA","17.69","72","9","9","4","18","22","0.12","0.12","0.06","0.25","0.31"
"","Michael Farren","RW","SAS","17.408","62","11","7","4","18","22","0.18","0.11","0.06","0.29","0.35"
"","Jackson Shepard","LW","KAM","17.547","72","9","9","4","18","22","0.12","0.12","0.06","0.25","0.31"
"","Gage Ramsay","C","SAS","18.919","63","6","12","2","18","20","0.1","0.19","0.03","0.29","0.32"
"","Ryan Vandervlis","C","LET","19.316","19","11","7","1","18","19","0.58","0.37","0.05","0.95","1.0"
"","Matt Barberis","D","VAN","19.655","56","3","14","13","17","30","0.05","0.25","0.23","0.3","0.54"
"","Tyson Helgesen","D","SPO","20.266","72","6","11","12","17","29","0.08","0.15","0.17","0.24","0.4"
"","Connor Zary","C","KAM","15.973","68","11","6","12","17","29","0.16","0.09","0.18","0.25","0.43"
"","Reece Harsch","D","SEA","18.689","53","10","7","8","17","25","0.19","0.13","0.15","0.32","0.47"
"","James Hilsendager","D","KEL","20.49","54","6","11","7","17","24","0.11","0.2","0.13","0.31","0.44"
"","Jeff de Wit","C","REG/VIC/KTN","19.508","43","11","6","3","17","20","0.26","0.14","0.07","0.4","0.47"
"","Caiden Daley","C","BDN","17.61","69","7","10","2","17","19","0.1","0.14","0.03","0.25","0.28"
"","Josh Brook","D","MJ","18.248","45","3","13","16","16","32","0.07","0.29","0.36","0.36","0.71"
"","Ty Prefontaine","D","LET","18.673","71","5","11","9","16","25","0.07","0.15","0.13","0.23","0.35"
"","Ryan Schoettler","D","PG","18.144","72","8","8","7","16","23","0.11","0.11","0.1","0.22","0.32"
"","Luke Toporowski","LW","SPO","16.427","61","10","6","7","16","23","0.16","0.1","0.11","0.26","0.38"
"","Tate Popple","C","MJ","17.536","71","6","10","6","16","22","0.08","0.14","0.08","0.23","0.31"
"","Barrett Sheen","LW","MJ/KTN","18.987","60","5","11","5","16","21","0.08","0.18","0.08","0.27","0.35"
"","Maxwell James","LW","TC","20.425","58","7","9","5","16","21","0.12","0.16","0.09","0.28","0.36"
"","Justin Nachbaur","LW","PA","17.534","66","9","7","4","16","20","0.14","0.11","0.06","0.24","0.3"
"","Gunnar Wegleitner","RW","BDN","19.362","57","10","6","3","16","19","0.18","0.11","0.05","0.28","0.33"
"","Jesse Gabrielle","LW","REG","20.247","27","13","3","3","16","19","0.48","0.11","0.11","0.59","0.7"
"","Ethan O'Rourke","RW","EVT/PG","18.555","66","6","10","2","16","18","0.09","0.15","0.03","0.24","0.27"
"","Wyatte Wylie","D","EVT","17.87","72","6","9","16","15","31","0.08","0.12","0.22","0.21","0.43"
"","Brandon Schuldhaus","D","MJ/RD","19.56","64","8","7","12","15","27","0.12","0.11","0.19","0.23","0.42"
"","Oleg Sosunov","D","MJ","19.425","71","7","8","11","15","26","0.1","0.11","0.15","0.21","0.37"
"","Brendan De Jong","D","POR","19.483","68","6","9","10","15","25","0.09","0.13","0.15","0.22","0.37"
"","Jett Woo","D","MJ","17.137","44","9","6","10","15","25","0.2","0.14","0.23","0.34","0.57"
"","Erik Gardiner","LW","KEL","18.489","31","7","8","7","15","22","0.23","0.26","0.23","0.48","0.71"
"","Josh Williams","RW","MH","16.523","47","11","4","5","15","20","0.23","0.09","0.11","0.32","0.43"
"","Brad Ginnell","C","POR/KTN","17.2","61","8","7","4","15","19","0.13","0.11","0.07","0.25","0.31"
"","Sahvan Khaira","D","SC","19.702","65","6","8","12","14","26","0.09","0.12","0.18","0.22","0.4"
"","Chase Hartje","D","BDN/MJ","17.747","58","3","11","11","14","25","0.05","0.19","0.19","0.24","0.43"
"","Matthew Robertson","D","EDM","16.521","67","7","7","10","14","24","0.1","0.1","0.15","0.21","0.36"
"","Mark Rubinchik","D","SAS","18.489","67","4","10","9","14","23","0.06","0.15","0.13","0.21","0.34"
"","Alex Kannok Leipert","D","VAN","17.156","60","5","9","7","14","21","0.08","0.15","0.12","0.23","0.35"
"","Logan Barlage","C","SC/LET","16.688","71","7","7","6","14","20","0.1","0.1","0.08","0.2","0.28"
"","Dino Kambeitz","RW","VIC","17.64","69","11","3","4","14","18","0.16","0.04","0.06","0.2","0.26"
"","Kade Jensen","D","BDN/VIC","20.37","58","7","7","3","14","17","0.12","0.12","0.05","0.24","0.29"
"","Schael Higson","D","BDN","19.349","71","5","8","15","13","28","0.07","0.11","0.21","0.18","0.39"
"","Kristians Rubins","D","MH","19.762","60","7","6","14","13","27","0.12","0.1","0.23","0.22","0.45"
"","Jackson Caller","D","SAS","18.171","70","3","10","13","13","26","0.04","0.14","0.19","0.19","0.37"
"","Kaid Oliver","LW","VIC","17.643","64","6","7","12","13","25","0.09","0.11","0.19","0.2","0.39"
"","Austin Pratt","RW","REG/RD","18.13","60","7","6","7","13","20","0.12","0.1","0.12","0.22","0.33"
"","Milos Fafrak","LW","SPO","18.191","66","9","4","6","13","19","0.14","0.06","0.09","0.2","0.29"
"","Sergei Sapego","D","TC/PA","17.939","44","4","9","6","13","19","0.09","0.2","0.14","0.3","0.43"
"","Ty Gerla","LW","EDM","18.21","59","3","10","5","13","18","0.05","0.17","0.08","0.22","0.31"
"","Zack Hayes","D","PA","18.396","71","3","10","4","13","17","0.04","0.14","0.06","0.18","0.24"
"","Devon Skoleski","C","PA","20.0","38","8","5","4","13","17","0.21","0.13","0.11","0.34","0.45"
"","Jeff Faith","D","SPO","19.691","60","5","8","4","13","17","0.08","0.13","0.07","0.22","0.28"
"","Chris Douglas","RW","RD","17.194","72","9","4","3","13","16","0.12","0.06","0.04","0.18","0.22"
"","Michael King","C","KTN","17.577","56","8","5","2","13","15","0.14","0.09","0.04","0.23","0.27"
"","Tyler Popowich","C","VAN","17.38","64","8","5","1","13","14","0.12","0.08","0.02","0.2","0.22"
"","Scott Walford","D","VIC","18.675","69","2","10","20","12","32","0.03","0.14","0.29","0.17","0.46"
"","Dmitri Zaitsev","D","MJ","19.658","61","6","6","16","12","28","0.1","0.1","0.26","0.2","0.46"
"","Tate Olson","D","LET","20.488","54","2","10","12","12","24","0.04","0.19","0.22","0.22","0.44"
"","Egor Zudilov","LW","LET","17.013","64","7","5","11","12","23","0.11","0.08","0.17","0.19","0.36"
"","Matthew Quigley","D","POR","18.697","68","2","10","10","12","22","0.03","0.15","0.15","0.18","0.32"
"","Gilian Kohler","LW","KTN","17.304","55","8","4","7","12","19","0.15","0.07","0.13","0.22","0.35"
"","Braydyn Chizen","D","KEL","19.354","61","6","6","7","12","19","0.1","0.1","0.11","0.2","0.31"
"","Carson Denomie","RW","KAM","17.635","66","6","6","7","12","19","0.09","0.09","0.11","0.18","0.29"
"","Cael Zimmerman","C","CGY","16.66","66","6","6","6","12","18","0.09","0.09","0.09","0.18","0.27"
"","Montana Onyebuchi","D","KAM/EVT","17.523","62","4","8","5","12","17","0.06","0.13","0.08","0.19","0.27"
"","Kole Gable","LW","SC","19.163","68","6","6","4","12","16","0.09","0.09","0.06","0.18","0.24"
"","Dalton Hamaliuk","D","SPO","19.488","71","4","8","4","12","16","0.06","0.11","0.06","0.17","0.23"
"","Ralph Jarratt","D","VIC","19.497","53","2","10","3","12","15","0.04","0.19","0.06","0.23","0.28"
"","Ty Kolle","C","POR","17.43","60","7","5","2","12","14","0.12","0.08","0.03","0.2","0.23"
"","Brady Reagan","D","KAM/CGY","20.088","66","2","10","2","12","14","0.03","0.15","0.03","0.18","0.21"
"","Riley McKay","LW","SPO","18.527","62","4","8","1","12","13","0.06","0.13","0.02","0.19","0.21"
"","Kaeden Taphorn","LW","KTN","17.701","62","6","6","1","12","13","0.1","0.1","0.02","0.19","0.21"
"","Sebastian Streu","LW","KTN","17.816","54","9","3","0","12","12","0.17","0.06","0.0","0.22","0.22"
"","Dawson Barteaux","D","RD","17.676","64","3","8","21","11","32","0.05","0.12","0.33","0.17","0.5"
"","Libor Zabransky","D","KEL","17.306","72","2","9","8","11","19","0.03","0.12","0.11","0.15","0.26"
"","Jake Kustra","D","SAS","18.407","71","4","7","7","11","18","0.06","0.1","0.1","0.15","0.25"
"","Kyle Olson","C","TC","18.486","36","4","7","7","11","18","0.11","0.19","0.19","0.31","0.5"
"","Branden Klatt","LW","MJ","18.905","69","7","4","4","11","15","0.1","0.06","0.06","0.16","0.22"
"","Keltie Jeri-Leon","RW","LET/TC/KAM","17.657","54","8","3","4","11","15","0.15","0.06","0.07","0.2","0.28"
"","Rylan Bettens","RW","BDN","17.58","49","7","4","3","11","14","0.14","0.08","0.06","0.22","0.29"
"","Evan Fiala","D","SAS","20.274","71","7","3","10","10","20","0.1","0.04","0.14","0.14","0.28"
"","Conor MacEachern","D","POR","18.771","62","3","7","5","10","15","0.05","0.11","0.08","0.16","0.24"
"","Martin Fasko-Rudas","LW","EVT","17.098","70","6","4","5","10","15","0.09","0.06","0.07","0.14","0.21"
"","Orca Wiesblatt","RW","CGY","17.287","49","5","5","3","10","13","0.1","0.1","0.06","0.2","0.27"
"","Koby Morrisseau","C","REG","16.909","47","6","4","2","10","12","0.13","0.09","0.04","0.21","0.26"
"","Ethan Browne","C","EVT/PG","16.367","38","1","9","2","10","12","0.03","0.24","0.05","0.26","0.32"
"","Yan Khomenko","RW","VIC","19.461","20","2","8","1","10","11","0.1","0.4","0.05","0.5","0.55"
"","Brandon Cutler","LW","RD","17.698","68","6","4","1","10","11","0.09","0.06","0.01","0.15","0.16"
"","Zach Wytinck","D","BDN","18.486","68","4","5","14","9","23","0.06","0.07","0.21","0.13","0.34"
"","Mitchell Prowse","D","VIC","17.271","71","1","8","9","9","18","0.01","0.11","0.13","0.13","0.25"
"","Egor Zamula","D","REG/CGY","17.462","69","2","7","9","9","18","0.03","0.1","0.13","0.13","0.26"
"","Jacob Herauf","D","RD","17.334","70","2","7","9","9","18","0.03","0.1","0.13","0.13","0.26"
"","Kaedan Korczak","D","KEL","16.627","67","3","6","7","9","16","0.04","0.09","0.1","0.13","0.24"
"","Wyatt Sloboshan","C","REG","20.641","36","4","5","6","9","15","0.11","0.14","0.17","0.25","0.42"
"","Josh Anderson","D","SC/PG","19.048","54","3","6","5","9","14","0.06","0.11","0.09","0.17","0.26"
"","Marek Skvrne","C","KEL","18.111","69","4","5","4","9","13","0.06","0.07","0.06","0.13","0.19"
"","Logan Christensen","C","SAS","18.675","51","5","4","3","9","12","0.1","0.08","0.06","0.18","0.24"
"","Nick Bowman","C","EDM","17.509","56","6","3","3","9","12","0.11","0.05","0.05","0.16","0.21"
"","Reece Newkirk","C","POR","16.567","58","8","1","2","9","11","0.14","0.02","0.03","0.16","0.19"
"","Jack Flaman","C","LET/RD","20.419","21","6","3","2","9","11","0.29","0.14","0.1","0.43","0.52"
"","Hunter Campbell","RW","CGY","16.633","59","4","5","2","9","11","0.07","0.08","0.03","0.15","0.19"
"","Max Kryski","LW","PG","17.367","62","8","1","1","9","10","0.13","0.02","0.02","0.15","0.16"
"","Nic Holowko","LW","KAM/PG","20.222","17","4","5","0","9","9","0.24","0.29","0.0","0.53","0.53"
"","Linus Nassen","D","MH","19.352","44","1","7","18","8","26","0.02","0.16","0.41","0.18","0.59"
"","Braden Schneider","D","BDN","15.987","66","1","7","14","8","22","0.02","0.11","0.21","0.12","0.33"
"","Dakota Krebs","RD","TC/CGY","18.475","69","4","4","8","8","16","0.06","0.06","0.12","0.12","0.23"
"","Brady Pouteau","D","LET/REG","19.683","59","1","7","5","8","13","0.02","0.12","0.08","0.14","0.22"
"","Liam Keeler","C","EDM","16.663","60","3","5","5","8","13","0.05","0.08","0.08","0.13","0.22"
"","Dalton Gally","D","MH","19.636","72","2","6","4","8","12","0.03","0.08","0.06","0.11","0.17"
"","Spencer Gerth","RW","VIC/EVT","19.338","70","5","3","2","8","10","0.07","0.04","0.03","0.11","0.14"
"","Caleb Fantillo","RW","SAS","19.404","38","7","1","2","8","10","0.18","0.03","0.05","0.21","0.26"
"","Dallas Hines","D","KTN","19.609","59","4","3","12","7","19","0.07","0.05","0.2","0.12","0.32"
"","Braydon Buziak","C","REG/VIC","19.642","66","5","2","8","7","15","0.08","0.03","0.12","0.11","0.23"
"","Jeremy Masella","D","VIC/PA","18.579","68","4","3","7","7","14","0.06","0.04","0.1","0.1","0.21"
"","Ben McCartney","LW","BDN","16.176","51","2","5","5","7","12","0.04","0.1","0.1","0.14","0.24"
"","Henry Rybinski","LW","MH","16.222","63","3","4","5","7","12","0.05","0.06","0.08","0.11","0.19"
"","Ethan Cap","D","EDM","17.413","72","5","2","5","7","12","0.07","0.03","0.07","0.1","0.17"
"","Tanner Nagel","RW","SC/LET","19.634","57","5","2","4","7","11","0.09","0.04","0.07","0.12","0.19"
"","Koletrane Wilson","D","LET","18.04","59","3","4","4","7","11","0.05","0.07","0.07","0.12","0.19"
"","Scott Atkinson","C","EDM","17.191","48","2","5","4","7","11","0.04","0.1","0.08","0.15","0.23"
"","Seth Bafaro","D","SAS","17.334","58","3","4","3","7","10","0.05","0.07","0.05","0.12","0.17"
"","Dawson Heathcote","RW","MH","17.703","47","6","1","2","7","9","0.13","0.02","0.04","0.15","0.19"
"","Tyler Ho","RW","VAN","16.953","57","1","6","2","7","9","0.02","0.11","0.04","0.12","0.16"
"","Nikita Malukhin","LW","SEA","17.169","52","5","2","2","7","9","0.1","0.04","0.04","0.13","0.17"
"","Austin Crossley","D","PA/PG","18.213","51","4","3","2","7","9","0.08","0.06","0.04","0.14","0.18"
"","Carter Souch","LW","EDM","15.883","38","4","3","2","7","9","0.11","0.08","0.05","0.18","0.24"
"","Jonny Hooker","C","BDN","15.951","40","3","4","1","7","8","0.07","0.1","0.03","0.17","0.2"
"","Connor Bouchard","C","TC","16.507","60","2","5","1","7","8","0.03","0.08","0.02","0.12","0.13"
"","Alec Zawatsky","LW","SAS","17.753","43","3","4","1","7","8","0.07","0.09","0.02","0.16","0.19"
"","Alex Morozoff","LW","RD","16.296","30","6","1","1","7","8","0.2","0.03","0.03","0.23","0.27"
"","Aidan Barfoot","RW","VAN","16.291","47","5","2","0","7","7","0.11","0.04","0.0","0.15","0.15"
"","Anthony Bishop","D","TC/VIC","19.458","66","0","6","10","6","16","0.0","0.09","0.15","0.09","0.24"
"","Dom Schmiemann","D","SC/CGY","18.456","68","1","5","8","6","14","0.01","0.07","0.12","0.09","0.21"
"","Matthew Smith","D","VIC","17.424","65","3","3","7","6","13","0.05","0.05","0.11","0.09","0.2"
"","Lukus MacKenzie","LW","POR/SAS/RD","18.391","59","2","4","7","6","13","0.03","0.07","0.12","0.1","0.22"
"","Sam Huston","D","KTN","18.295","62","2","4","5","6","11","0.03","0.06","0.08","0.1","0.18"
"","Brett Clayton","LW","POR/TC","18.815","61","4","2","4","6","10","0.07","0.03","0.07","0.1","0.16"
"","Jake Lee","D","SEA","16.176","64","4","2","4","6","10","0.06","0.03","0.06","0.09","0.16"
"","Marcus Sekundiak","LW","BDN","17.405","61","4","2","3","6","9","0.07","0.03","0.05","0.1","0.15"
"","Ted Brennan","C","KEL","17.632","65","1","5","3","6","9","0.02","0.08","0.05","0.09","0.14"
"","Mitchell Brown","RD","TC","16.225","53","2","4","2","6","8","0.04","0.08","0.04","0.11","0.15"
"","Owen Blocker","C","SC/LET","17.462","58","2","4","1","6","7","0.03","0.07","0.02","0.1","0.12"
"","Travis Walton","LW","KAM","18.705","52","3","3","1","6","7","0.06","0.06","0.02","0.12","0.13"
"","Arshdeep Bains","LW","RD","16.682","40","2","4","1","6","7","0.05","0.1","0.03","0.15","0.17"
"","Bryce Platt","LW","REG","19.33","60","4","2","0","6","6","0.07","0.03","0.0","0.1","0.1"
"","Logan Nijhoff","LW","REG","16.23","30","3","3","0","6","6","0.1","0.1","0.0","0.2","0.2"
"","Eric Pearce","C","PA","16.129","49","4","2","0","6","6","0.08","0.04","0.0","0.12","0.12"
"","Samuel Huo","C","SEA","16.176","67","3","3","0","6","6","0.04","0.04","0.0","0.09","0.09"
"","Colin Paradis","D","MJ/RD","19.387","66","2","3","9","5","14","0.03","0.05","0.14","0.08","0.21"
"","Aaron Hyman","D","REG/SEA","19.409","54","3","2","8","5","13","0.06","0.04","0.15","0.09","0.24"
"","James Shearer","D","BDN","20.23","43","2","3","7","5","12","0.05","0.07","0.16","0.12","0.28"
"","Matthew Stanley","LD","SC/LET","19.598","73","2","3","6","5","11","0.03","0.04","0.08","0.07","0.15"
"","Ryan Pouliot","D","KTN","19.308","64","2","3","5","5","10","0.03","0.05","0.08","0.08","0.16"
"","Layne Toder","D","CGY","17.703","70","1","4","5","5","10","0.01","0.06","0.07","0.07","0.14"
"","Justin Sigrist","C","KAM","18.407","50","3","2","5","5","10","0.06","0.04","0.1","0.1","0.2"
"","Ethan Sakowich","D","RD","18.612","72","0","5","5","5","10","0.0","0.07","0.07","0.07","0.14"
"","Carson Sass","D","RD","18.319","72","1","4","5","5","10","0.01","0.06","0.07","0.07","0.14"
"","Reece Vitelli","RW","EVT","16.197","70","2","3","5","5","10","0.03","0.04","0.07","0.07","0.14"
"","Ian Walker","D","EVT","17.665","67","1","4","3","5","8","0.01","0.06","0.04","0.07","0.12"
"","Sean Strange","D","KAM","17.64","52","0","5","3","5","8","0.0","0.1","0.06","0.1","0.15"
"","Tristyn DeRoose","LW","MJ","18.629","47","4","1","2","5","7","0.09","0.02","0.04","0.11","0.15"
"","George King","RW","REG/PA","19.267","23","5","0","1","5","6","0.22","0.0","0.04","0.22","0.26"
"","Cedric Chenier","RW","SPO","17.61","37","2","3","1","5","6","0.05","0.08","0.03","0.14","0.16"
"","Luke Ormsby","RW","SEA/EVT","18.585","56","2","3","1","5","6","0.04","0.05","0.02","0.09","0.11"
"","Zachary Cox","RW","LET","18.571","58","2","3","1","5","6","0.03","0.05","0.02","0.09","0.1"
"","Ryan Bowen","RW","LET","18.766","13","1","4","1","5","6","0.08","0.31","0.08","0.38","0.46"
"","Tyler Smithies","LW","MJ","17.137","36","1","4","0","5","5","0.03","0.11","0.0","0.14","0.14"
"","Liam Ryan","C","PG","17.703","34","2","3","0","5","5","0.06","0.09","0.0","0.15","0.15"
"","Hunter Donohoe","D","RD","17.191","50","3","2","0","5","5","0.06","0.04","0.0","0.1","0.1"
"","Will Warm","D","EDM","18.401","53","1","3","8","4","12","0.02","0.06","0.15","0.08","0.23"
"","Brennan Riddle","D","LET/VAN","20.137","67","1","3","8","4","12","0.01","0.04","0.12","0.06","0.18"
"","Cole Moberg","D","PG","16.912","64","2","2","7","4","11","0.03","0.03","0.11","0.06","0.17"
"","Roman Kalinichenko","LD","TC","17.194","44","1","3","6","4","10","0.02","0.07","0.14","0.09","0.23"
"","Liam Schioler","D","REG","19.642","65","0","4","5","4","9","0.0","0.06","0.08","0.06","0.14"
"","Cyle McNabb","RW","VAN","17.0","61","1","3","4","4","8","0.02","0.05","0.07","0.07","0.13"
"","Carson Miller","C","PA","17.597","69","1","3","4","4","8","0.01","0.04","0.06","0.06","0.12"
"","Ryley Appelt","LW","KAM","17.632","58","4","0","4","4","8","0.07","0.0","0.07","0.07","0.14"
"","Ethan Regnier","RW","SC","17.019","56","2","2","4","4","8","0.04","0.04","0.07","0.07","0.14"
"","Daniel Bukac","D","BDN","18.382","39","0","4","4","4","8","0.0","0.1","0.1","0.1","0.21"
"","Tarun Fizer","RW","VIC","16.542","45","2","2","3","4","7","0.04","0.04","0.07","0.09","0.16"
"","John Ludvig","D","POR","17.12","51","2","2","3","4","7","0.04","0.04","0.06","0.08","0.14"
"","Ty Ettinger","D","BDN","17.454","45","2","2","3","4","7","0.04","0.04","0.07","0.09","0.16"
"","Cole Clayton","D","MH","17.545","56","2","2","3","4","7","0.04","0.04","0.05","0.07","0.12"
"","Connor Horning","D","SC","16.348","50","3","1","3","4","7","0.06","0.02","0.06","0.08","0.14"
"","Bobby Russell","D","KTN","17.482","41","1","3","3","4","7","0.02","0.07","0.07","0.1","0.17"
"","Akash Bains","LW","RD/EVT","18.579","33","2","2","3","4","7","0.06","0.06","0.09","0.12","0.21"
"","Joel Craven","D","MH","17.219","33","1","3","3","4","7","0.03","0.09","0.09","0.12","0.21"
