,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
0,Yanni Gourde,LW,VIC,19.751,68,37,51,36,88,124,186,19.89,0.54,0.75,0.53,1.29,1.82,2.74,229,489,46.83
1,Zach O'Brien,C,BAT,19.212,63,50,36,15,86,101,260,19.23,0.79,0.57,0.24,1.37,1.6,4.13,450,868,51.84
2,Sebastien Trudeau,RW,BAT,20.146,67,31,37,27,68,95,212,14.62,0.46,0.55,0.4,1.01,1.42,3.16,11,28,39.29
3,Alex Belzile,RW,RIM,20.041,63,22,39,31,61,92,178,12.36,0.35,0.62,0.49,0.97,1.46,2.83,311,605,51.4
4,Frederick Roy,RW,QUE,20.551,64,27,36,29,63,92,131,20.61,0.42,0.56,0.45,0.98,1.44,2.05,117,260,45.0
5,Danick Gauthier,C,SNB,19.894,66,47,24,15,71,86,238,19.75,0.71,0.36,0.23,1.08,1.3,3.61,574,1199,47.87
6,Brandon Hynes,RW,VIC,19.001,61,42,23,21,65,86,297,14.14,0.69,0.38,0.34,1.07,1.41,4.87,3,7,42.86
7,Mikhail Grigorenko,C,QUE,17.334,59,40,24,21,64,85,196,20.41,0.68,0.41,0.36,1.08,1.44,3.32,572,1131,50.57
8,Jonathan Brunelle,C,CAP,19.946,68,30,29,26,59,85,250,12.0,0.44,0.43,0.38,0.87,1.25,3.68,673,1366,49.27
9,Alex Saulnier,C,MON,19.039,58,31,27,25,58,83,143,21.68,0.53,0.47,0.43,1.0,1.43,2.47,728,1352,53.85
10,Matthew Bissonnette,LW,BAT,19.664,65,36,24,23,60,83,231,15.58,0.55,0.37,0.35,0.92,1.28,3.55,202,392,51.53
11,Ben Duffy,C,PEI,19.535,68,34,33,15,67,82,199,17.09,0.5,0.49,0.22,0.99,1.21,2.93,576,1133,50.84
12,Alexandre Mallet,C,RIM,19.316,68,34,27,20,61,81,162,20.99,0.5,0.4,0.29,0.9,1.19,2.38,511,985,51.88
13,Zack Phillips,C,SNB,18.881,60,30,35,15,65,80,223,13.45,0.5,0.58,0.25,1.08,1.33,3.72,516,1037,49.76
14,Philippe Halley,LW,VIC,19.269,66,43,25,11,68,79,181,23.76,0.65,0.38,0.17,1.03,1.2,2.74,115,256,44.92
15,Allain Saulnier,RW,MON,19.039,66,30,25,24,55,79,223,13.45,0.45,0.38,0.36,0.83,1.2,3.38,169,380,44.47
16,Nathan MacKinnon,C,HAL,16.039,58,31,21,26,52,78,209,14.83,0.53,0.36,0.45,0.9,1.34,3.6,459,1004,45.72
17,Philippe Maillet,C,VIC,18.853,62,33,29,14,62,76,231,14.29,0.53,0.47,0.23,1.0,1.23,3.73,485,1007,48.16
18,Anton Zlobin,LW,SHA,18.56,66,40,17,19,57,76,195,20.51,0.61,0.26,0.29,0.86,1.15,2.95,0,0,0.0
19,Guillaume Asselin,RW,CHI,19.015,68,33,23,19,56,75,142,23.24,0.49,0.34,0.28,0.82,1.1,2.09,7,15,46.67
20,Jess Tanguy,C,BLB,19.439,63,22,28,25,50,75,223,9.87,0.35,0.44,0.4,0.79,1.19,3.54,498,1011,49.26
21,Sven Andrighetto,RW,ROU,18.486,62,36,26,12,62,74,239,15.06,0.58,0.42,0.19,1.0,1.19,3.85,138,278,49.64
22,Jerome Gauthier-Leduc,D,RIM,19.127,62,28,30,16,58,74,262,10.69,0.45,0.48,0.26,0.94,1.19,4.23,1,1,100.0
23,Jonathan Huberdeau,LW,SNB,18.281,37,30,29,13,59,72,123,24.39,0.81,0.78,0.35,1.59,1.95,3.32,45,85,52.94
24,Yannick Dube,RW,VIC,19.039,68,36,22,14,58,72,210,17.14,0.53,0.32,0.21,0.85,1.06,3.09,16,39,41.03
25,Marc-Olivier Brouillard,RW,DRU,18.582,65,27,30,15,57,72,227,11.89,0.42,0.46,0.23,0.88,1.11,3.49,42,75,56.0
26,Andre Bouvet-Morrissette,RW,DRU,20.137,63,39,16,17,55,72,231,16.88,0.62,0.25,0.27,0.87,1.14,3.67,283,481,58.84
27,Phillip Danault,C,VIC,18.555,62,18,29,24,47,71,167,10.78,0.29,0.47,0.39,0.76,1.15,2.69,830,1625,51.08
28,William Carrier,LW,CAP,16.737,66,27,23,20,50,70,198,13.64,0.41,0.35,0.3,0.76,1.06,3.0,14,25,56.0
29,Michael Beaudry,C,VDO,19.39,68,20,29,21,49,70,176,11.36,0.29,0.43,0.31,0.72,1.03,2.59,724,1413,51.24
30,Marek Hrivik,LW,MON,20.05,54,29,29,12,58,70,238,12.18,0.54,0.54,0.22,1.07,1.3,4.41,67,160,41.88
31,Benjamin Casavant,LW,VDO,20.649,57,34,20,15,54,69,164,20.73,0.6,0.35,0.26,0.95,1.21,2.88,29,60,48.33
32,Tomas Jurco,RW,SNB,18.714,48,30,21,17,51,68,186,16.13,0.62,0.44,0.35,1.06,1.42,3.88,8,16,50.0
33,Christian Ouellet,RW,GAT/CHI,20.05,68,25,20,23,45,68,160,15.62,0.37,0.29,0.34,0.66,1.0,2.35,121,305,39.67
34,Anthony Duclair,LW,QUE,16.055,63,31,23,12,54,66,126,24.6,0.49,0.37,0.19,0.86,1.05,2.0,0,0,0.0
35,Charles Hudon,LW,CHI,17.23,59,25,25,16,50,66,199,12.56,0.42,0.42,0.27,0.85,1.12,3.37,33,62,53.23
36,Stefan Fournier,RW,VIC,19.376,64,32,19,14,51,65,180,17.78,0.5,0.3,0.22,0.8,1.02,2.81,53,116,45.69
37,Jean-Gabriel Pageau,C,GAT/CHI,18.842,46,32,18,15,50,65,196,16.33,0.7,0.39,0.33,1.09,1.41,4.26,625,1131,55.26
38,Alexandre Grenier,RW,HAL,20.028,64,25,28,11,53,64,139,17.99,0.39,0.44,0.17,0.83,1.0,2.17,31,74,41.89
39,Tomas Hyka,RW,GAT,18.481,50,20,23,21,43,64,137,14.6,0.4,0.46,0.42,0.86,1.28,2.74,16,51,31.37
40,Michael Chaput,C,SHA,19.434,57,21,24,18,45,63,177,11.86,0.37,0.42,0.32,0.79,1.11,3.11,777,1254,61.96
41,Mathieu Gagnon,D,GAT/CHI,18.867,68,14,31,17,45,62,163,8.59,0.21,0.46,0.25,0.66,0.91,2.4,0,0,0.0
42,David Rose,RW,BAC/CAP,20.088,67,17,28,17,45,62,217,7.83,0.25,0.42,0.25,0.67,0.93,3.24,72,159,45.28
43,Carl Gelinas,C,BAC,19.606,63,25,24,12,49,61,190,13.16,0.4,0.38,0.19,0.78,0.97,3.02,65,146,44.52
44,Matej Beran,RW,PEI,17.843,68,22,27,12,49,61,152,14.47,0.32,0.4,0.18,0.72,0.9,2.24,88,183,48.09
45,Xavier Ouellet,D,BLB,18.13,63,21,20,19,41,60,202,10.4,0.33,0.32,0.3,0.65,0.95,3.21,1,2,50.0
46,Alexandre Comtois,RW,QUE,19.387,68,20,23,16,43,59,144,13.89,0.29,0.34,0.24,0.63,0.87,2.12,68,131,51.91
47,Yannick Veilleux,RW,SHA,18.56,59,27,14,17,41,58,186,14.52,0.46,0.24,0.29,0.69,0.98,3.15,2,6,33.33
48,Mathieu Brisebois,D,ROU,19.412,68,17,23,16,40,56,142,11.97,0.25,0.34,0.24,0.59,0.82,2.09,3,4,75.0
49,Michael Bournival,C,SHA,19.291,41,30,14,12,44,56,169,17.75,0.73,0.34,0.29,1.07,1.37,4.12,367,659,55.69
50,Peter Trainor,LW,RIM,18.289,68,29,12,15,41,56,137,21.17,0.43,0.18,0.22,0.6,0.82,2.01,8,19,42.11
51,Matthew Boudreau,C,HAL,18.519,67,26,14,16,40,56,130,20.0,0.39,0.21,0.24,0.6,0.84,1.94,272,657,41.4
52,Denis Kamaev,RW,ROU,17.528,67,21,20,14,41,55,158,13.29,0.31,0.3,0.21,0.61,0.82,2.36,5,15,33.33
53,Christopher Clapperton,LW,BLB,17.561,56,18,18,19,36,55,106,16.98,0.32,0.32,0.34,0.64,0.98,1.89,5,32,15.62
54,Darcy Ashley,RW,HAL,18.568,62,23,19,13,42,55,155,14.84,0.37,0.31,0.21,0.68,0.89,2.5,50,105,47.62
55,Adam Erne,LW,QUE,16.406,64,28,16,11,44,55,211,13.27,0.44,0.25,0.17,0.69,0.86,3.3,5,12,41.67
56,Kirill Kabanov,RW,SHA,19.165,50,21,21,13,42,55,144,14.58,0.42,0.42,0.26,0.84,1.1,2.88,10,28,35.71
57,Peter Sakaris,RW,SHA,19.05,62,22,19,13,41,54,155,14.19,0.35,0.31,0.21,0.66,0.87,2.5,8,19,42.11
58,Tomas Filippi,RW,BAC,19.365,60,19,21,13,40,53,187,10.16,0.32,0.35,0.22,0.67,0.88,3.12,365,734,49.73
59,Nicolas Larocque-Marcoux,D,VDO,19.806,62,21,17,14,38,52,153,13.73,0.34,0.27,0.23,0.61,0.84,2.47,3,13,23.08
60,Nathan Beaulieu,D,SNB,18.777,53,11,21,20,32,52,150,7.33,0.21,0.4,0.38,0.6,0.98,2.83,0,1,0.0
61,Morgan Ellis,D,CAP/SHA,19.376,60,15,17,20,32,52,199,7.54,0.25,0.28,0.33,0.53,0.87,3.32,0,0,0.0
62,Martin Lefebvre,D,QUE,19.228,66,12,20,19,32,51,115,10.43,0.18,0.3,0.29,0.48,0.77,1.74,0,0,0.0
63,Anthony Mantha,RW,VDO,16.997,63,22,19,10,41,51,133,16.54,0.35,0.3,0.16,0.65,0.81,2.11,9,25,36.0
64,Pierre-Olivier Morin,LW,SHA,20.397,66,20,20,10,40,50,184,10.87,0.3,0.3,0.15,0.61,0.76,2.79,413,806,51.24
65,Jeremie Blain,D,VIC/BAT,19.491,58,9,15,26,24,50,121,7.44,0.16,0.26,0.45,0.41,0.86,2.09,0,0,0.0
66,Tommy Giroux,C,BLB/DRU,19.305,68,22,20,8,42,50,131,16.79,0.32,0.29,0.12,0.62,0.74,1.93,250,508,49.21
67,Cameron Critchlow,LW,HAL,19.743,68,21,16,13,37,50,156,13.46,0.31,0.24,0.19,0.54,0.74,2.29,247,441,56.01
68,Etienne Brodeur,LW,CHI,20.518,63,22,14,13,36,49,197,11.17,0.35,0.22,0.21,0.57,0.78,3.13,24,46,52.17
69,Raphael Pouliot,LW,BLB,20.417,66,24,15,10,39,49,167,14.37,0.36,0.23,0.15,0.59,0.74,2.53,31,79,39.24
70,Alex Emond,C,RIM/DRU,19.998,63,23,14,11,37,48,164,14.02,0.37,0.22,0.17,0.59,0.76,2.6,834,1460,57.12
71,Cedric Paquette,C,BLB,18.089,63,31,11,6,42,48,184,16.85,0.49,0.17,0.1,0.67,0.76,2.92,602,1169,51.5
72,Alexandre Lavoie,C,CAP/CHI,18.826,65,23,14,10,37,47,101,22.77,0.35,0.22,0.15,0.57,0.72,1.55,369,724,50.97
73,Christophe Lalancette,C,BAT,17.361,63,16,19,12,35,47,110,14.55,0.25,0.3,0.19,0.56,0.75,1.75,457,992,46.07
74,Josh Currie,C,PEI,18.878,68,30,8,8,38,46,208,14.42,0.44,0.12,0.12,0.56,0.68,3.06,811,1635,49.6
75,Gabriel Desjardins,LW,QUE/HAL,18.848,63,23,13,9,36,45,156,14.74,0.37,0.21,0.14,0.57,0.71,2.48,40,79,50.63
76,Rock Regimbald,C,GAT,19.354,61,17,16,12,33,45,95,17.89,0.28,0.26,0.2,0.54,0.74,1.56,515,952,54.1
77,Lukas Sedlak,C,CHI,18.552,50,17,16,12,33,45,126,13.49,0.34,0.32,0.24,0.66,0.9,2.52,652,1105,59.0
78,Jessyko Bernard,RW,ROU/PEI,20.43,55,17,10,17,27,44,100,17.0,0.31,0.18,0.31,0.49,0.8,1.82,110,228,48.25
79,Patrick Delisle-Houde,LW,MON,20.085,63,15,19,10,34,44,122,12.3,0.24,0.3,0.16,0.54,0.7,1.94,107,211,50.71
80,Raphael Bussieres,LW,BAC,17.859,56,21,13,10,34,44,147,14.29,0.38,0.23,0.18,0.61,0.79,2.62,56,133,42.11
81,Konrad Abeltshauser,D,HAL,19.034,57,8,24,12,32,44,157,5.1,0.14,0.42,0.21,0.56,0.77,2.75,1,2,50.0
82,Samuel Carrier,D,BAC,19.382,51,13,17,13,30,43,187,6.95,0.25,0.33,0.25,0.59,0.84,3.67,0,0,0.0
83,Loik Poudrier,C,SHA,19.19,68,18,19,6,37,43,149,12.08,0.26,0.28,0.09,0.54,0.63,2.19,491,921,53.31
84,Mikael Tam,D,QUE,20.389,68,15,19,9,34,43,200,7.5,0.22,0.28,0.13,0.5,0.63,2.94,0,0,0.0
85,Mirko Hoefflin,C,BAT,19.242,59,18,14,10,32,42,148,12.16,0.31,0.24,0.17,0.54,0.71,2.51,339,671,50.52
86,Steve Lebel,C,CHI,19.097,68,15,16,11,31,42,178,8.43,0.22,0.24,0.16,0.46,0.62,2.62,671,1346,49.85
87,Alexandre Durette,RW,BAC/VDO,19.538,65,17,12,13,29,42,117,14.53,0.26,0.18,0.2,0.45,0.65,1.8,367,721,50.9
88,Logan Shaw,RW,QUE/CAP,18.944,60,20,16,5,36,41,192,10.42,0.33,0.27,0.08,0.6,0.68,3.2,18,40,45.0
89,Sacha Guimond,D,BAC,20.469,65,9,18,14,27,41,126,7.14,0.14,0.28,0.22,0.42,0.63,1.94,1,1,100.0
90,Antoine Quevillon,LW,ROU,19.795,63,15,13,13,28,41,160,9.38,0.24,0.21,0.21,0.44,0.65,2.54,35,94,37.23
91,Michael McNamee,C,QUE,18.894,57,18,16,7,34,41,104,17.31,0.32,0.28,0.12,0.6,0.72,1.82,558,1052,53.04
92,Charles-Olivier Roussel,D,SNB,20.006,58,13,10,17,23,40,141,9.22,0.22,0.17,0.29,0.4,0.69,2.43,0,0,0.0
93,Jakub Culek,LW,RIM,19.02,55,13,17,10,30,40,137,9.49,0.24,0.31,0.18,0.55,0.73,2.49,141,316,44.62
94,Ryan Tesink,RW,SNB,18.319,36,13,17,10,30,40,72,18.06,0.36,0.47,0.28,0.83,1.11,2.0,22,68,32.35
95,Emile Poirier,LW,GAT,16.753,67,15,14,11,29,40,108,13.89,0.22,0.21,0.16,0.43,0.6,1.61,19,35,54.29
96,Michael Clarke,LW,CAP/BLB,18.322,68,14,13,13,27,40,122,11.48,0.21,0.19,0.19,0.4,0.59,1.79,12,26,46.15
97,Mathieu Guertin,LW,VDO,19.286,67,16,12,11,28,39,116,13.79,0.24,0.18,0.16,0.42,0.58,1.73,16,35,45.71
98,Frederic Gamelin,C,BAC,17.18,60,11,15,13,26,39,71,15.49,0.18,0.25,0.22,0.43,0.65,1.18,341,712,47.89
99,Marc-Olivier Roy,C,BLB,16.86,63,17,14,8,31,39,73,23.29,0.27,0.22,0.13,0.49,0.62,1.16,96,224,42.86
100,Cedrick Henley,C,VDO,19.68,53,13,16,10,29,39,110,11.82,0.25,0.3,0.19,0.55,0.74,2.08,16,52,30.77
101,Olivier Archambault,LW,DRU,18.577,45,17,18,4,35,39,123,13.82,0.38,0.4,0.09,0.78,0.87,2.73,211,408,51.72
102,Charles Coyle,RW,SNB,19.538,23,15,18,5,33,38,80,18.75,0.65,0.78,0.22,1.43,1.65,3.48,152,312,48.72
103,Denis Kindl,C,CAP,19.113,62,18,10,10,28,38,143,12.59,0.29,0.16,0.16,0.45,0.61,2.31,270,601,44.93
104,Jonathan Lessard,RW,BAC,20.562,50,27,6,5,33,38,181,14.92,0.54,0.12,0.1,0.66,0.76,3.62,5,15,33.33
105,Dillon Fournier,D,ROU,17.252,52,9,18,11,27,38,63,14.29,0.17,0.35,0.21,0.52,0.73,1.21,1,1,100.0
106,Jean-Philippe Mathieu,D,RIM/DRU,20.46,47,8,22,8,30,38,80,10.0,0.17,0.47,0.17,0.64,0.81,1.7,0,0,0.0
107,Dylan Anderson,C,BLB,20.553,68,13,16,9,29,38,119,10.92,0.19,0.24,0.13,0.43,0.56,1.75,704,1264,55.7
108,Lukas Cingel,RW,BAC,18.941,63,18,11,9,29,38,148,12.16,0.29,0.17,0.14,0.46,0.6,2.35,1,5,20.0
109,Scott Oke,LW,RIM/SNB,18.5,64,13,17,8,30,38,83,15.66,0.2,0.27,0.12,0.47,0.59,1.3,49,120,40.83
110,Maximilien Le Sieur,RW,SHA,18.965,61,20,7,10,27,37,119,16.81,0.33,0.11,0.16,0.44,0.61,1.95,182,343,53.06
111,Garrett Clarke,LW,BAT/GAT,18.864,55,9,12,16,21,37,124,7.26,0.16,0.22,0.29,0.38,0.67,2.25,0,0,0.0
112,Alex Micallef,D,BLB,19.174,55,13,12,12,25,37,106,12.26,0.24,0.22,0.22,0.45,0.67,1.93,0,0,0.0
113,Petr Straka,RW,RIM,19.25,54,18,11,8,29,37,141,12.77,0.33,0.2,0.15,0.54,0.69,2.61,5,13,38.46
114,Jonathan Narbonne,D,SHA/BLB,18.996,57,11,16,10,27,37,121,9.09,0.19,0.28,0.18,0.47,0.65,2.12,0,0,0.0
115,Kevin Gagne,D,SNB,19.42,68,9,14,12,23,35,106,8.49,0.13,0.21,0.18,0.34,0.51,1.56,5,9,55.56
116,Christophe Losier,C,BAT,20.392,51,16,15,4,31,35,88,18.18,0.31,0.29,0.08,0.61,0.69,1.73,520,929,55.97
117,Gabriel Bourret,D,CHI,18.933,68,5,15,15,20,35,121,4.13,0.07,0.22,0.22,0.29,0.51,1.78,0,0,0.0
118,Luca Ciampini,LW,HAL,17.523,68,11,12,12,23,35,107,10.28,0.16,0.18,0.18,0.34,0.51,1.57,6,12,50.0
119,Stephen MacAulay,RW,SNB,19.404,60,15,10,10,25,35,98,15.31,0.25,0.17,0.17,0.42,0.58,1.63,143,316,45.25
120,Cory MacIntosh,LW,CAP,19.338,68,15,12,7,27,34,139,10.79,0.22,0.18,0.1,0.4,0.5,2.04,340,688,49.42
121,Guillaume Gelinas,D,VDO,18.254,64,10,11,13,21,34,154,6.49,0.16,0.17,0.2,0.33,0.53,2.41,0,0,0.0
122,Olivier Croteau,LW,PEI,19.617,63,15,11,8,26,34,138,10.87,0.24,0.17,0.13,0.41,0.54,2.19,14,28,50.0
123,Francis Beauvillier,LW,RIM,17.898,67,23,6,5,29,34,167,13.77,0.34,0.09,0.07,0.43,0.51,2.49,261,524,49.81
124,Kyle Farrell,C,CAP,17.575,59,13,14,6,27,33,120,10.83,0.22,0.24,0.1,0.46,0.56,2.03,237,493,48.07
125,Matthieu Theriault,C,VDO,19.187,66,14,10,9,24,33,114,12.28,0.21,0.15,0.14,0.36,0.5,1.73,531,934,56.85
126,Adam Chapman,LW,GAT,17.684,49,15,6,12,21,33,85,17.65,0.31,0.12,0.24,0.43,0.67,1.73,247,508,48.62
127,Aidan Kelly,RW,SNB,18.579,61,9,12,11,21,32,69,13.04,0.15,0.2,0.18,0.34,0.52,1.13,80,154,51.95
128,Adam Janosik,D,GAT,19.02,51,6,17,9,23,32,96,6.25,0.12,0.33,0.18,0.45,0.63,1.88,1,1,100.0
129,Sebastien Payette,D,CAP,19.877,54,7,15,10,22,32,72,9.72,0.13,0.28,0.19,0.41,0.59,1.33,0,4,0.0
130,Alexandros Soumakis,LW,GAT,17.58,48,20,9,3,29,32,96,20.83,0.42,0.19,0.06,0.6,0.67,2.0,18,43,41.86
131,Marc-Andre Levesque,D,PEI,20.668,68,5,14,13,19,32,95,5.26,0.07,0.21,0.19,0.28,0.47,1.4,0,0,0.0
132,Jean-Sebastien Dea,C,ROU,17.599,50,17,7,8,24,32,71,23.94,0.34,0.14,0.16,0.48,0.64,1.42,335,688,48.69
133,Brandon Gormley,D,MON/SHA,19.573,35,10,15,7,25,32,132,7.58,0.29,0.43,0.2,0.71,0.91,3.77,0,0,0.0
134,Bryce Milson,LW,DRU,18.637,63,15,12,5,27,32,115,13.04,0.24,0.19,0.08,0.43,0.51,1.83,364,769,47.33
135,Emil Sylvegard,C,DRU,18.484,65,13,8,10,21,31,142,9.15,0.2,0.12,0.15,0.32,0.48,2.18,3,12,25.0
136,Jeremie Malouin,C,QUE,19.417,66,14,8,9,22,31,125,11.2,0.21,0.12,0.14,0.33,0.47,1.89,624,1206,51.74
137,Devon MacAusland,C,MON,20.315,51,14,9,7,23,30,140,10.0,0.27,0.18,0.14,0.45,0.59,2.75,174,374,46.52
138,Victor Provencher,LW,PEI,18.04,66,18,6,6,24,30,104,17.31,0.27,0.09,0.09,0.36,0.45,1.58,19,49,38.78
139,Vladislav Shalimov,LW,VDO,17.977,60,10,12,8,22,30,97,10.31,0.17,0.2,0.13,0.37,0.5,1.62,260,584,44.52
140,Brent Andrews,C,HAL,18.653,61,13,11,6,24,30,92,14.13,0.21,0.18,0.1,0.39,0.49,1.51,617,1078,57.24
141,Jeremy Gregoire,RW,CHI,16.028,61,15,10,5,25,30,102,14.71,0.25,0.16,0.08,0.41,0.49,1.67,180,350,51.43
142,Martin Frk,RW,HAL,17.944,34,16,8,5,24,29,85,18.82,0.47,0.24,0.15,0.71,0.85,2.5,1,6,16.67
143,Anthony Verret,C,ROU,18.604,63,10,8,11,18,29,87,11.49,0.16,0.13,0.17,0.29,0.46,1.38,487,1007,48.36
144,Jordan Murray,D,BAT,18.744,68,7,11,11,18,29,116,6.03,0.1,0.16,0.16,0.26,0.43,1.71,0,0,0.0
145,Matthew Hobbs,D,VIC/PEI,20.515,66,7,14,8,21,29,101,6.93,0.11,0.21,0.12,0.32,0.44,1.53,0,0,0.0
146,Jonathan Drouin,C,HAL,16.469,33,7,15,7,22,29,79,8.86,0.21,0.45,0.21,0.67,0.88,2.39,7,28,25.0
147,Andrew O'Brien,D,CHI,18.815,68,8,9,12,17,29,138,5.8,0.12,0.13,0.18,0.25,0.43,2.03,1,4,25.0
148,Pierre Durepos,D,SNB,19.557,63,3,11,15,14,29,98,3.06,0.05,0.17,0.24,0.22,0.46,1.56,2,3,66.67
149,Jerome Raymond,C,DRU,19.371,42,13,10,6,23,29,89,14.61,0.31,0.24,0.14,0.55,0.69,2.12,457,873,52.35
150,Alec Jon Banville,LW,BAT,17.424,60,9,12,7,21,28,102,8.82,0.15,0.2,0.12,0.35,0.47,1.7,0,10,0.0
151,Alex Noel,RW,PEI,19.19,66,10,13,5,23,28,118,8.47,0.15,0.2,0.08,0.35,0.42,1.79,482,959,50.26
152,Kyle Morrison,LW,GAT,19.053,35,15,5,8,20,28,73,20.55,0.43,0.14,0.23,0.57,0.8,2.09,111,206,53.88
